predictor_1,predictor_2,predictor_3,predictor_4,answer_c1s2,answer_c1s4,answer_c2s2,answer_c2s4,answer_c3s2,answer_c3s3,answer_c4s3,answer_c4s4
13919,14285,15107,15076,10500.248684782993,4541.376200884347,2754.455497824135,4491.784721833572,1029.3790246722356,4333.046069549906,10773.94639748699,6044.144785286913
14606,15399,14869,14788,11304.862874708659,3908.383766201127,2959.478463832261,4547.317041790246,1134.9651882734802,4262.807941608395,10606.177580917081,6333.204260281302
12896,15428,14982,14698,11340.76993024113,4655.089597006001,2971.718868520539,4163.454289488436,1114.3842239812088,4296.319576352527,10685.69211938691,5879.947140128736
16016,16206,14450,12614,11865.365060064676,2351.270657254095,3112.922517970738,4203.130360528772,1227.7721476377424,4140.124326406185,10309.79781978492,6064.730669295424
16572,14981,15005,12103,11004.9226469334,2240.2312234125725,2893.5930744176126,4235.419588447917,1082.7044503243908,4299.426533368676,10705.455396718025,5630.327753926384
16501,14904,14961,13939,10942.720454995768,2759.4781181850703,2866.8562589606477,4786.895436435721,1095.2132797192003,4288.152589789048,10672.81382507873,6393.683300123625
14631,15827,15498,12688,11676.803474803382,3246.035109172873,3062.166702141717,4060.793401347084,1087.2963052381183,4440.1555946259,11057.796893258539,5375.747817800604
17411,16614,13104,11286,12048.778991341707,1147.5255017832778,3170.6424968911733,3895.0209475085608,1394.735158663707,3754.0671027533444,9349.93463509469,6242.828069817063
15785,16233,15033,14697,11933.099996033323,3123.0360998426595,3113.9250492384053,4882.717015440168,1186.1795505844339,4307.161081148909,10725.80770338266,6692.553558883207
14430,14454,15754,13520,10675.856078838458,3854.3923177529437,2802.861477569236,4270.977429918829,974.6818533441246,4515.734465233996,11238.275726750177,5390.887638097074
15246,11984,14391,15554,8748.469010367797,4272.061690097297,2307.014530418155,4785.2915395584805,928.6379921135344,4132.325119137806,10258.63980462508,6501.494923169564
12254,17250,18132,13325,12984.791860935191,4896.848979310859,3376.9924877312214,4150.025016053409,888.6332177416862,5189.350700434993,12942.53572104895,4277.918194806964
16796,14840,13475,14078,10778.090093118157,2413.6985380646024,2831.52522073217,4622.568494247018,1230.2433092779622,3864.868540176175,9610.144266675074,7041.6137387088975
15745,13748,14403,16247,10045.616638348016,3991.746183682933,2631.6512840899895,5126.711450285379,1071.4091543645395,4132.663348003527,10270.334993049397,7132.581074833955
16938,13680,13923,14683,9960.718350154943,2786.4406517903453,2617.6899885340554,4889.648053134455,1101.619316553899,3994.661660689925,9928.333916812788,7008.489963910282
14937,13802,15477,14913,10168.082853444685,4167.470450076878,2666.802639427682,4733.377415179443,967.8421486413304,4438.269160355398,11038.743747050845,6012.955802726511
14824,16906,13760,13349,12324.10846121045,2897.844791349624,3230.9047287567746,4044.8127495918907,1350.929600456659,3943.744951258567,9816.271486249327,6406.584412177856
15407,15075,14008,14423,10994.819691135757,3277.814151236022,2885.8193325996335,4486.074344949658,1193.9209152264184,4017.484917599847,9990.521704811523,6660.009674607148
15764,15549,11654,16264,11146.441405690422,3104.6347809414415,2924.999655804945,4690.940452842281,1477.832468157296,3346.1252652090425,8307.765642563518,8456.651230466308
15466,13177,15024,13418,9672.723762800957,3403.5657028120613,2549.975646551627,4332.558363794322,953.0510883123364,4309.216297048033,10714.772245944525,5678.656134943856
15912,15732,13441,16268,11426.406791876221,3310.2387687288806,2984.93999770299,5049.554265782508,1320.556030517357,3855.035913776037,9586.06949811563,7909.788647153999
17643,16800,13966,12526,12257.19065742413,1204.740170548109,3209.486320248787,4549.754918370256,1333.4177889475507,4000.282507866329,9965.781737441452,6774.00975334544
13906,13664,16564,14967,10148.162648844529,4938.182746937334,2658.072180181893,4677.53886317231,858.7897650623582,4748.276226645112,11815.757366642436,5352.786257609718
14045,17175,14458,13201,12588.03354882864,3284.9822751072747,3295.961808353597,3944.75052643677,1290.8491633641709,4142.660224707937,10315.318312937463,5967.219235525944
15076,15580,15678,12406,11506.946276198747,3028.905836955993,3019.014710534014,4101.76451430196,1053.5126725745458,4491.303665260874,11186.64693666104,5271.3428174284245
12129,17775,13685,14885,12967.489573033463,4464.276052939832,3388.420674819964,3889.4173047707127,1421.1760906767993,3923.992663006906,9761.077970428447,6540.991906424503
14296,17556,17217,12678,13123.250465519179,3472.0378344347087,3418.1851776365947,4330.69227695721,1010.4812169947427,4926.883600761143,12289.817556748394,4882.059505123858
14295,17140,14700,12622,12583.74702659785,3041.52829762804,3296.5287497558847,3871.1991601328964,1259.5698856066315,4211.119615705986,10488.823404362432,5704.346033367461
15672,11275,14648,16016,8242.53766279211,4399.845723169872,2173.071663507056,5046.713109595054,857.772447794099,4206.5458853471755,10441.383407584453,6574.836344401705
16901,15048,13869,15169,10959.630237810228,2626.150976331181,2867.7903201901117,5062.621405555201,1220.367142889819,3977.2029969254195,9891.85958568582,7474.91903766255
15910,11970,17339,14464,8930.547528134262,4237.529316450954,2342.5575242748073,5135.176301798778,697.7919674787462,4969.850605623926,12369.295427313134,5091.129788218425
14541,15975,12238,16551,11506.03684147136,3875.845096714278,3014.851985381354,4591.717664551397,1454.357876912415,3513.0225275117446,8724.949807726907,8077.913006212654
15700,15209,13135,16452,11018.821263931963,3543.40136310508,2883.705450859684,4976.031971748647,1306.7021189780805,3769.0369735585023,9366.02955670327,7935.248525389396
15918,14748,12928,12923,10672.220036981778,2499.9864435259165,2816.643002850279,3984.238859752868,1257.4680570213272,3708.93345731153,9219.08715639915,6428.9346313246915
13983,17845,13104,14137,12956.610432450572,3257.919420495257,3390.8761248692026,3993.384439843285,1497.9697775404047,3756.3126754432415,9347.743556737058,6884.999479556881
14317,15208,15519,13499,11218.384449187248,3749.1041868675193,2941.9758037273314,4216.79322838435,1046.947033694921,4447.762855948733,11071.227106037913,5530.238076200949
14820,15522,14831,15142,11391.712484642092,3898.0223237649757,2978.9621937382653,4694.399312090511,1151.8978382020312,4251.729727820852,10579.255428275686,6554.379177469328
16277,13696,14979,13168,10052.253535988588,2877.6913438456427,2646.270082890451,4451.272177110876,997.8967925695815,4294.925626008822,10684.044665434738,5839.000939256724
15023,17302,17784,11735,12982.050382864836,2939.344455640057,3383.815076668434,4339.246061719196,933.4352069813447,5087.875706184361,12695.884626428666,4467.1700136497675
15944,15209,13027,15117,11012.285085803207,3002.134732647723,2889.8787240112665,4645.459949405826,1306.853063358792,3737.673419959553,9289.373320505918,7466.7951064017425
14620,15978,14208,14918,11677.21755215525,3715.9307275443307,3056.424048155759,4488.662166201083,1244.6741420750882,4073.7059187259792,10134.305102787475,6714.457917385543
14212,13312,13640,16461,9672.455207981402,4722.424526625026,2544.2591393840958,4697.9543501645585,1095.021485164269,3917.541292026096,9722.466301285775,7044.1539093872125
17752,14196,13357,13363,10297.630106007906,1839.928080979178,2711.0369272951684,4601.974884188947,1186.7703124032157,3831.226579160695,9525.749500951308,6923.846827943538
15260,13200,16003,15417,9758.157556169317,4412.064510529356,2556.3242837308044,5036.375896476299,887.259741232911,4588.832536292345,11414.219040841443,5970.787020401673
15458,13110,16946,15160,9758.560153099234,4457.819358014041,2552.1191796674434,5184.196751502729,799.2263585160817,4856.915282263963,12089.187551301933,5520.28669569339
15258,14280,15838,14772,10550.103086268336,3968.2277117985636,2761.4945293115607,4846.639198732453,969.6121344501158,4539.910599970928,11298.113370236173,5960.215619278009
13500,13332,16464,13071,9894.201380364535,4330.951818704888,2604.09151652735,4025.145501316819,831.4928101087661,4719.65662321486,11744.33174133407,4712.165866773472
15123,16615,13104,14824,12049.134096415612,3107.8076876253053,3155.587988730469,4410.336059376605,1409.9236435732555,3757.699866288941,9346.355199155292,7300.408862296043
13543,15194,15187,15087,11181.379009021497,4610.661474951793,2927.2178776848714,4432.178218624362,1085.1430051540376,4354.593276275775,10832.403711329393,6043.653364530741
14892,14034,11984,17357,10074.691535078251,4220.334144354196,2648.7902591344955,4826.434146479754,1310.956363218886,3444.1134125797644,8539.835599231621,8303.211042921974
14490,14960,14420,16560,10941.9773789893,4563.9141810380115,2860.415012383333,4922.245333213615,1157.9738614576092,4136.362927194896,10283.626015817477,7076.983788016431
16641,14128,15111,14000,10380.010803612342,2877.0535584744275,2722.7082214686734,4843.530942395218,1026.347780669311,4332.076294825037,10778.907383626705,6281.937052528137
16362,13929,14994,13665,10224.909549519369,2945.842349826984,2686.9719233889264,4636.768715544392,1017.9558295371985,4299.077876864738,10694.899852262604,6085.45255552371
14128,17710,13054,15407,12848.65430340782,3591.8517273218804,3356.44687699082,4345.474858964684,1504.9999389414647,3742.4904835757848,9311.572116061658,7458.962826974725
12033,16140,13885,16950,11773.825511357776,5584.1446791063245,3076.9718690895406,4395.337926368524,1288.90385797083,3984.352884003737,9900.63985419214,6970.534964989199
12810,16536,14740,14729,12142.01670149696,4508.813988491133,3175.3317627576876,4126.346617589834,1218.1742928966712,4225.684803157622,10514.321703028265,6091.914841872214
16999,12060,14228,15109,8792.720697956758,3227.39156703846,2316.2755595588187,5047.177906424096,951.1831365399698,4084.409789627999,10143.585217991746,6838.981053026252
13200,16739,15870,13238,12392.97387540158,3997.2490795046037,3240.013189203138,3978.2965927727264,1105.3124417228578,4545.938307988289,11324.036147585066,5257.554999090338
13422,14806,14628,16483,10847.608802608303,5133.223043432668,2838.7078970014754,4683.369939646438,1119.502510668163,4196.728704310382,10431.237727071844,6667.158856316235
14805,14079,13659,16976,10233.79779856186,4511.046566513712,2682.4028036734617,4972.9752518475925,1163.4257305890067,3921.198556939586,9737.788323474979,7491.582038919121
14398,14981,13583,16463,10890.785667305721,4372.8353590391425,2853.046711218892,4740.045578561963,1237.272432989834,3898.1492383971513,9684.862171559163,7347.868339454204
14688,14295,15925,14946,10569.050180330156,4330.346046107465,2766.38377989349,4766.618242996289,960.6182893508075,4565.071630837474,11359.95314576554,5851.19777012399
15600,12347,16760,13206,9175.153606434425,3725.4112287108965,2415.3088238719515,4567.12207939792,758.3675989992531,4804.1316995315065,11955.959131966272,4912.6352060124445
13440,13784,18540,14480,10388.006501987235,5434.69530773754,2711.996197086845,4757.2377855403465,685.9342602087504,5309.779972561035,13230.156022909168,4287.595723878147
13159,15770,16797,14490,11746.22394104195,4856.466133037988,3065.072805591419,4441.285327739803,957.7570035906564,4811.609580618742,11985.373394743116,5191.588595879837
12360,15335,15048,15812,11277.054905193774,5364.874975051375,2950.4917653466578,4345.95103117925,1106.0189987320841,4316.085500426798,10731.911864969812,6100.7618944079395
14450,15194,15151,12958,11178.530636145437,3437.1576778283957,2936.5564760484317,4032.122816695348,1077.7819736138185,4342.670391920834,10808.302639950405,5485.563743386699
11403,17404,13910,17706,12709.58342756196,6030.707526249958,3309.097083960195,4441.656383148698,1386.1753965771943,3989.8033768382684,9920.280630972022,7231.844599062596
15097,15255,13508,16132,11084.574347909605,3845.764078581211,2902.2114057221925,4805.811840740634,1268.364246301278,3875.621084073723,9632.418914076272,7483.920320283742
15663,13148,16954,14091,9787.706658915291,3949.5585658902987,2565.0619638630847,4919.347168741688,797.0875689541298,4858.611052470634,12095.513585841167,5224.620871575185
12969,14283,15125,18358,10498.263190234287,6343.315847177962,2738.7558040945537,5127.781006867095,1047.030796817768,4339.581718737922,10785.311148347826,6888.15405356493
14185,15048,15187,13332,11073.440830464115,3702.0721761391687,2908.1218628175566,4086.0648896187527,1065.2622180417313,4353.557014435538,10833.429234341478,5542.272161360435
12354,16539,17325,12559,12375.438471525627,4402.2173895080605,3231.8807738729265,3824.100137311254,933.3513908796712,4960.46025388996,12364.60584194686,4335.497864269842
14888,14350,13664,14485,10436.691015639015,3590.517595516978,2747.0345594964274,4323.151458734928,1164.9802445689895,3921.161291931867,9742.87817716867,6576.927634587498
16461,14827,15426,13315,10923.141770496699,2703.3444277648587,2863.3885407299476,4667.911250058889,1041.2654169341704,4420.379901566786,11005.581405627116,5946.0111127586415
13911,15464,14972,14241,11364.110697252061,4042.3187828212253,2978.4656148436725,4255.178123292257,1120.8356906407535,4292.359284852508,10679.63429163101,5940.392543129257
13890,15852,13576,14733,11534.164172002058,3887.2432273632344,3026.310228029182,4181.986552511673,1290.526836770282,3894.5389523918384,9681.513231258516,6671.484297853405
11968,16112,12363,18571,11620.031504776918,5882.577142612185,3038.161834939547,4556.424754883491,1455.3439452464654,3551.433462623766,8811.67558738829,8134.459846556431
14261,14651,12710,17625,10578.698616802512,4701.09389311474,2772.9721787889775,4870.743229097041,1299.8627675456216,3650.4778069364684,9059.502778651677,8049.479725572335
16355,14884,14711,14667,10907.589925092092,3005.838041405534,2855.276548954029,4919.554886547976,1121.9904297728453,4217.419198026361,10493.573376838292,6743.777312142253
15572,12461,15470,17750,9169.923623419403,5111.533057922818,2395.8297929540367,5668.726995689419,894.0241437472122,4438.926616803753,11031.073313013016,6969.637751425791
13552,13257,12356,20410,9534.10723081068,6265.254112073277,2497.1306490046754,5346.520023236502,1226.0268768277328,3553.32179978026,8802.737400157901,8817.60316740429
13773,16690,16023,14208,12366.09087627626,4152.586773309351,3226.134090081827,4400.235955504793,1096.9484741570172,4589.417639118303,11433.487404398495,5651.405535689893
16238,15696,12598,15056,11332.13274290498,2657.634313575223,2972.392319164398,4634.248385828349,1391.566949114517,3614.2894344162396,8983.754539737247,7757.0473297277795
14534,15823,14355,16457,11573.031539291042,4341.080351508743,3020.375016215632,4908.839200943765,1230.3274207836362,4116.227543905762,10238.782978120846,7211.873946555641
13877,15756,13664,15766,11468.861945841343,4278.903978059715,3003.818715197513,4460.655692237117,1282.8705901015967,3920.1111606154054,9743.916256335848,7024.388177107686
16370,14874,16118,13927,11012.673133735647,3034.3988190248665,2878.3614645686876,4976.287045485598,983.931252269584,4617.617975956476,11500.371518828444,5916.1446037517735
14620,11997,16872,16371,8920.764257864561,5502.404583161832,2335.9539826419905,5267.068640198609,739.8238104131309,4838.401824895771,12033.623515392734,5587.5901571596705
13816,13120,13340,17498,9509.87217504126,5256.483256978702,2500.1397782448053,4833.578161372746,1110.2848184814525,3833.1453538778824,9506.84401774417,7413.370794061296
13748,15428,13975,15912,11253.51828877402,4512.165274742378,2947.222786131899,4514.606452813845,1226.774337321219,4009.3882531313843,9965.620588633212,6884.203379505471
12448,16058,14733,15340,11787.387889940888,4964.73716661651,3083.274589339254,4203.780006976428,1186.7182030338533,4225.039206247679,10507.971579066654,6171.423182668848
16492,13696,13955,15540,9974.219019243024,3279.7398067750282,2617.526762128072,5034.182398367675,1104.545840072262,4004.4411925822774,9950.570143606263,7231.675172388231
15082,16316,14396,13808,11942.936461676818,3115.685476403136,3127.9142452166398,4324.276516289085,1245.2020497009287,4125.866923189085,10270.114186008308,6366.916310978694
15888,16498,14244,13783,12061.749534016435,2628.685806904978,3156.6414877659827,4496.861935507714,1279.890931248594,4081.6762895907577,10162.321386577796,6657.522240525753
15450,14702,14950,13668,10794.926094884751,3257.953105019655,2834.3371094694885,4425.955484773291,1072.9044086634149,4285.906260303927,10664.067119043488,5984.729296571239
14104,14271,13275,18778,10343.191288986876,5415.9063815395775,2704.3828088599303,5214.212525032101,1224.4426475408955,3812.33778542118,9462.636798160278,8152.854929470548
15768,16502,16092,11180,12227.983925038687,2280.740638295696,3205.22570660801,3990.749767017228,1069.0807048304705,4606.542490912803,11485.331217627747,4913.13898304193
13534,16481,12180,18028,11868.901610766607,4789.836066570718,3101.009571678702,4733.8324252972225,1512.2264928853479,3496.7360231937905,8683.30508232126,8492.496225799321
11832,14212,17601,14461,10643.152186765448,5757.373245545214,2783.925715330495,4242.285665380048,783.1676405834642,5043.334551440777,12557.690970031339,4467.888424285023
17198,14950,14272,13280,10921.685113381422,2088.576573612067,2867.04686503263,4637.55599074452,1161.8926990356908,4091.0731861548784,10180.871441597124,6554.755178096296
17292,12807,14873,13425,9386.874192701805,2580.067914811516,2472.7209745173272,4742.10580969737,947.9388361447678,4265.70913986734,10607.26671119984,6107.358140151085
13200,15525,14420,16040,11362.995706475198,4908.424460465288,2972.952064609557,4493.633445994191,1188.3335320106194,4136.381581203612,10283.605991982258,6637.698686510332
14252,16117,15405,13295,11885.113771427921,3558.1281012437576,3112.543309002128,4143.262604893096,1118.6665359041235,4413.816479553959,10991.14165329633,5589.668579040184
14507,14419,16393,14490,10698.534811800952,4333.920823143432,2799.646640731291,4673.457876250386,921.6681052893855,4697.924780953577,11695.112479293424,5484.594992472492
13736,15504,13535,13936,11277.502818814113,3725.019244491588,2965.8984493888556,3928.6589901124853,1258.7040210138605,3883.219086106717,9651.860013846726,6292.067145806814
15491,12852,15321,14610,9451.79878679034,3902.084568807894,2485.9264768715707,4735.194641222532,914.4237276346195,4394.917066148863,10926.089596353424,5973.799288003755
15547,17020,13712,15410,12397.105307795537,3058.5917582856086,3234.741164363205,4796.929865278269,1388.1010414781933,3929.9787445228108,9782.115806747035,7547.4568669462815
13653,15258,13334,18136,11072.293337853662,5262.179654191022,2893.077851578935,4961.01865347791,1293.286276509658,3827.62799273356,9506.383402460064,7913.46351114973
14965,13367,15694,16747,9859.63038569002,4966.046899807232,2577.0369888084106,5284.984723187565,930.0378086291613,4501.254244431537,11192.759870642705,6498.8258546656325
14005,14982,15514,14246,11050.058055343943,4186.403826255016,2895.853432980295,4353.644760370023,1035.6494190930525,4447.275807311329,11066.725684364837,5703.813190451351
15111,14965,15361,14104,11022.584629992432,3602.678900608344,2888.0691766752516,4548.021470599495,1054.7194359614116,4402.901379806813,10958.083527840594,5956.657504829161
13083,16276,17098,13506,12153.258790388725,4486.239244117188,3171.630886709888,4208.8210785785595,949.9124703937468,4896.150925815658,12201.81867981299,4807.625279473341
17388,11480,13578,16927,8325.661594191082,3529.5069210751603,2189.1939526236197,5550.643912172733,963.99305342608,3900.8859082712834,9677.106978660988,7851.345369793225
14128,15720,15458,15828,11591.768766015848,4608.469632292428,3023.7045654404137,4820.783965693776,1105.0132213001107,4430.458403532568,11027.49100595876,6403.648990422413
14528,12834,17680,15629,9605.159841136434,5338.962059905879,2509.4201100486994,5193.475056498204,720.0977582753895,5066.566056407529,12613.46065667582,5088.516110219924
13888,14792,15692,13836,10923.61371879488,4145.391741358788,2865.274985247105,4237.517327386882,1002.2100994432867,4498.115252051224,11193.890788822122,5451.592638319053
15150,10772,17455,14694,8039.875426121092,4865.7107105281075,2115.4436205112797,4994.538956929989,617.0009801046124,5004.8271621530275,12450.127547183629,4831.002274444529
12899,17054,16085,12704,12650.004788490432,3923.2189923302667,3306.6739309345057,3804.272451141634,1098.1649070181038,4606.621864139642,11478.366011077353,4973.745558287483
14374,14144,14225,16235,10326.383528975939,4581.2688756370535,2707.9746602672476,4768.047188242634,1109.7435370529183,4082.367019658397,10142.617054167908,6886.251083650637
12600,14832,15914,14345,10974.083155702867,4914.641681649495,2876.1059643192193,4136.513617207362,979.9718910397844,4562.40796585355,11351.603314785167,5293.633154189736
15563,17175,14583,12840,12593.703405342665,2482.402806013174,3295.959063640352,4215.246037381006,1285.0693150875495,4176.894727351579,10406.052620958191,6146.354617606367
17934,12693,14024,14921,9242.724681528558,2483.9507496862775,2429.3389634628766,5220.849416400321,1020.9652076904763,4024.607560414237,9999.385536282258,7215.528833338708
17444,15478,11875,13975,11115.082761864072,1694.809197159488,2923.418423395701,4478.119965726657,1439.3223331396607,3407.1277108414774,8467.919780088416,7805.400950622073
16207,13363,14125,14084,9744.428942997805,3087.018891388622,2567.4772691619355,4558.344542583862,1050.6351139982453,4052.8644252081267,10072.127631277632,6440.416592900148
11781,17784,14910,14702,13089.551328993963,4810.603550469266,3413.8157143741573,3939.5449028835965,1281.6870441060155,4272.88705119032,10637.121967338422,5948.438514146402
14747,13512,16577,13374,10034.58158947771,3962.9044569139546,2635.903746298334,4413.120067927219,841.9963949558638,4750.967769968995,11826.097523005452,4997.557487991984
13359,15042,17658,14741,11269.620434905788,5194.815098871217,2938.2865392210024,4688.032150583804,834.3982282877331,5057.465920777838,12600.48171503024,4861.265749831866
13098,15300,16612,13345,11379.657035955453,4416.076269388536,2979.6277748709927,4075.5207971493455,939.2588565001812,4759.327733995053,11852.710242848374,4853.507141117942
12603,15213,15801,16808,11245.947925588165,5909.7499808083085,2932.9377656350766,4758.501430027614,1034.4252107030538,4530.30993842199,11270.659267115167,6138.629209235393
16304,13159,14626,14982,9628.5393515613,3436.242305767816,2530.080416693754,4931.332352666121,1000.8091538324338,4196.285760181255,10429.709232617606,6616.998840458048
17089,13944,13976,15042,10157.513956050097,2745.584415339883,2664.472891502607,5057.198939572849,1121.9824780776116,4009.399432076829,9966.61470691133,7238.129786422338
16805,14894,14170,13455,10872.992216069582,2348.5429448335763,2855.610152040237,4565.884347716756,1166.0268836369444,4062.4444609109833,10107.509480583194,6542.493896604119
14528,15702,13303,15768,11397.37565699859,3899.043379179318,2986.1122373947333,4549.110210632889,1318.3299304325053,3816.818783731451,9486.220593398466,7321.028974817839
13398,13006,15504,19712,9577.668042885416,7008.131092164576,2495.319621353895,5630.652108629689,932.210701089416,4449.2585182337625,11054.620298260823,7060.669175796097
17031,14980,14616,15300,10968.710025544078,2706.0184628116754,2864.0940207666054,5293.411310187319,1147.4374103963264,4190.013064021105,10426.0339811594,7297.1201101881
13472,17120,15249,13937,12619.147760686375,3958.2176103889474,3296.262872161774,4139.545614027233,1203.9810021820808,4368.662189949719,10880.284795340776,5834.244860302284
15473,14341,14766,14766,10512.542912986344,3622.581162228024,2757.366200991886,4713.019652122988,1071.0339691449262,4234.628350669007,10531.363798960963,6434.338506701658
17680,16034,14175,13545,11710.160353836876,1564.8034889558849,3062.873627791107,4895.564081111581,1261.0253148548336,4061.5781841242124,10113.471639012572,7078.769631336238
14311,15863,14332,12085,11608.594088973847,2986.9701241707885,3054.6212475615594,3639.2961518413904,1198.6293373259953,4107.983950847272,10223.97726553975,5449.373133691794
16083,14872,14023,14170,10845.701773015848,2899.846939869938,2847.5101526499616,4572.434375650488,1178.5692673150395,4021.478606424157,10001.51413236412,6698.609885492743
15069,13000,16408,15011,9638.509642003755,4477.0746595944165,2526.6278619788936,4935.691376595927,836.4283628307783,4704.26766514356,11703.801813837443,5599.333924329623
12789,15602,16126,14372,11565.495204475355,4817.07036323753,3024.266908872826,4221.697815562547,1010.8535271744285,4621.336701190188,11504.69026497459,5333.09268835844
13940,15238,12996,15540,11034.944594847184,4105.052092577531,2898.7370649468758,4315.9782119591855,1303.4521205021974,3730.6619129991204,9265.390877421913,7124.647799258647
14240,15038,16206,13603,11147.269453683886,3985.4623907177497,2919.845295827938,4335.546315057364,970.5056011733903,4643.579851079428,11562.43763345286,5278.006187951518
14349,12192,14555,17082,8911.96601429412,5279.305341501721,2342.501064831703,5023.9190898510915,937.9373683753685,4179.935483581453,10374.96286889711,6781.10276312262
9796,18823,18286,13509,14209.209220548924,5817.411279423976,3680.500089691938,3702.3484544439084,940.8949058310851,5233.021980487445,13053.38054457233,3971.469910644013
14099,13390,14552,16228,9795.750742727289,4893.634967064634,2572.266192222291,4748.961258076921,1021.9571152715571,4176.951591848717,10375.008220768836,6587.589748112878
15895,12420,15222,15849,9123.705434441905,4187.141284872342,2395.1464296405816,5169.517573748344,899.6276252229377,4367.753800233148,10854.2478354704,6493.675056276343
13112,15111,16458,14168,11224.81852597752,4738.050203811432,2936.973799264292,4280.806880660659,948.1001395460776,4716.169003368617,11741.862515252598,5150.439286797251
14273,15180,14235,17906,11087.51782541665,5093.7107522747065,2890.9570787826674,5199.246294730727,1202.1053709748194,4083.595962186082,10151.408427531504,7625.449457127749
12634,16466,17175,15322,12302.624834582835,5459.318709848712,3199.4329441966984,4612.445203780015,962.348999698677,4918.5664433168295,12256.269177849032,5250.56384422066
14548,14644,15359,13498,10786.114106754598,3691.8627133003333,2832.8218818264913,4232.668467236396,1024.3596050660237,4402.9578285077605,10956.034783406987,5570.162177108662
16213,14214,14642,14728,10407.990718353825,3224.3084152827955,2729.464747448839,4864.362854293797,1076.7095217197111,4199.020377973673,10442.97027305642,6644.687667345636
17449,15120,13260,12511,10967.351855338844,1647.3542385369692,2887.9166339595604,4270.142444665283,1264.131281179281,3801.699284411082,9458.25822331134,6598.970013631647
12805,11930,17479,15038,8913.006560555794,5847.248780346151,2340.858539971391,4567.59308293548,673.6936888236888,5011.355427907638,12467.437022743678,4625.112849863544
16654,13511,13550,17555,9805.930816159611,3727.9670705062927,2564.177895596085,5575.3428743523145,1140.4957371469875,3889.897281688913,9660.172819929943,8260.041471120276
13182,16994,13856,15754,12398.61433169557,4463.2254093541205,3238.747159900555,4341.033804110927,1356.9711063427146,3973.1756559902756,9882.849839297834,6945.12984056702
17813,11787,13960,13330,8577.65181883425,2340.219493860573,2269.3332735000135,4641.597007470018,941.2470074645172,4006.787804930731,9953.194092045102,6355.373322312971
13962,17408,15414,15322,12843.687450458587,4214.488673640168,3342.6869545972468,4668.962700379948,1220.6759131940876,4414.989545007017,10998.862339645686,6444.603962247753
15288,15142,17946,13068,11364.271362004443,3655.2245903021258,2965.7541765402275,4768.950899131326,809.3922863516726,5137.611719677017,12808.357837877604,4646.539850359002
13359,16410,15144,14768,12081.27705758321,4392.169661086136,3156.816028020514,4311.902736622224,1171.3473623982002,4340.347177721073,10803.626140642504,6058.150270274672
14145,14198,13728,18501,10324.997576782276,5420.896255465713,2698.6312173073397,5225.889879251507,1175.4592940893624,3941.359600853615,9786.594450433853,7859.867574225609
14770,16794,15075,11406,12360.231626190814,2589.41175099147,3244.385276888575,3662.7844209239274,1189.793954997041,4317.319572787072,10757.557270788755,5145.2258499988475
16895,13999,14065,15276,10204.468522887468,2927.378972708482,2675.2091585381468,5093.808299570603,1119.3792236195447,4034.8782467425444,10030.140208273806,7255.762952717296
14968,15407,13876,14587,11229.048618610483,3463.8120652773,2946.0127493688096,4415.631548157251,1231.3586805326433,3979.7495711171155,9896.271557358947,6708.509324871197
15566,14340,14382,16027,10480.55597208097,3905.4986271712564,2743.70346735787,5028.093151475848,1116.175273557353,4125.707228243799,10256.299653389866,7097.758331694044
14372,14832,13992,14421,10817.310683763248,3792.691885489793,2843.3265660791435,4250.523350017582,1169.9121461058864,4014.166047935879,9977.861830756494,6382.190140018838
15984,15714,13404,13894,11414.409013603516,2624.614385804412,2996.7427271185916,4381.3259441881,1302.5603828878118,3843.662661234343,9560.362455179946,6888.397238845647
14616,16354,16532,12339,12158.396308322655,3255.3354151827925,3180.382874490366,4140.31423128142,1014.8838445434437,4733.447208816067,11798.490956148653,4943.258962897194
16091,14416,13721,15494,10485.480477696598,3307.102486643989,2750.0438119161117,4893.528625409482,1180.6489126323397,3936.814863175455,9784.21363956808,7297.453062687365
17026,14131,13233,14764,10239.7307984734,2556.883029055184,2691.368414594456,4820.58078505266,1199.7704792288134,3797.2878192487933,9435.742404261458,7385.11800604121
11440,17676,14490,18101,12962.662775634142,6309.915175463687,3367.239531095217,4624.091334570516,1346.6707304783397,4154.131597546959,10335.90159749069,7165.024499554725
17602,15887,15642,10900,11727.187151997481,1315.6301695422967,3077.519329166052,4284.492072642401,1082.2633273042989,4478.084496385982,11163.756647792692,5299.564273978331
11810,13682,13794,20061,9952.488156751322,7346.354954423717,2601.9648240930346,5080.473384451558,1126.9584112357127,3963.5199814189973,9830.299180001412,7652.085978288859
12328,14490,14682,17775,10619.01244210142,6237.742550968838,2776.340710299356,4771.360378799579,1094.5461205870183,4213.866823086446,10468.031173939853,6769.251652271493
15512,14688,15200,13314,10804.317596797067,3165.3669692814683,2837.2654730086874,4376.7230625507,1046.5128064786372,4356.8630061549175,10843.10895530201,5771.65191954088
13595,16287,15618,14673,12030.194351916396,4375.956748352637,3141.397503196354,4412.171921491561,1114.8254751896138,4475.165640416796,11142.789200286355,5879.645388060911
13601,12502,15540,16478,9208.894524578618,5586.245228672464,2417.7552191575464,4846.056300427607,875.6654090088656,4459.816461339297,11080.0693975026,6045.717487079806
